date,thr,y_true,y_true_high,proba_high,pred_high_0p5,train_pos_rate,target,high_q,class_weight
2025-05-10,0.03767349667642698,0.014064045757213,0,0.07976007371829197,0,0.15,target_parkvol_next7d,0.85,None
2025-05-11,0.0375981612837243,0.0156030196956364,0,0.05566539657721542,0,0.16049382716049382,target_parkvol_next7d,0.85,None
2025-05-12,0.03758818393863927,0.0155462758412771,0,0.02669958533963141,0,0.15853658536585366,target_parkvol_next7d,0.85,None
2025-05-13,0.037578206593554236,0.0151606584710655,0,0.01605882209314999,0,0.1566265060240964,target_parkvol_next7d,0.85,None
2025-05-14,0.03756822924846921,0.0173434979865013,0,0.009781701573039512,0,0.15476190476190477,target_parkvol_next7d,0.85,None
2025-05-15,0.03755825190338418,0.0171480517063654,0,0.012961456566449724,0,0.15294117647058825,target_parkvol_next7d,0.85,None
2025-05-16,0.03754827455829915,0.0198413030207428,0,0.013486583193007584,0,0.1511627906976744,target_parkvol_next7d,0.85,None
2025-05-17,0.03753829721321412,0.0209779554209346,0,0.05351571157480522,0,0.14942528735632185,target_parkvol_next7d,0.85,None
2025-05-18,0.03750520027816825,0.0201751052516762,0,0.08596379586233885,0,0.1590909090909091,target_parkvol_next7d,0.85,None
2025-05-19,0.0374258641632007,0.0174155270837387,0,0.044271045275051164,0,0.15730337078651685,target_parkvol_next7d,0.85,None
2025-05-20,0.037346528048233144,0.0173968436375245,0,0.02994994067124758,0,0.15555555555555556,target_parkvol_next7d,0.85,None
2025-05-21,0.037267191933265595,0.0157512249096269,0,0.010335462480221297,0,0.15384615384615385,target_parkvol_next7d,0.85,None
2025-05-22,0.037187855818298046,0.0164790541707525,0,0.01853157371081236,0,0.15217391304347827,target_parkvol_next7d,0.85,None
2025-05-23,0.0371085197033305,0.0147560998177712,0,0.025829069145528655,0,0.15053763440860216,target_parkvol_next7d,0.85,None
2025-05-24,0.03702918358836295,0.0141991939272372,0,0.09609294043350818,0,0.14893617021276595,target_parkvol_next7d,0.85,None
2025-05-25,0.03698542751830176,0.0138859753922756,0,0.08925494338607438,0,0.15789473684210525,target_parkvol_next7d,0.85,None
2025-05-26,0.03695946147069375,0.0143501585243018,0,0.07259377113777196,0,0.15625,target_parkvol_next7d,0.85,None
2025-05-27,0.03693349542308574,0.0133939973380364,0,0.0832345564685526,0,0.15463917525773196,target_parkvol_next7d,0.85,None
2025-05-28,0.036907529375477734,0.012887552756138,0,0.06480708492565475,0,0.15306122448979592,target_parkvol_next7d,0.85,None
2025-05-29,0.036881563327869724,0.0146567062897308,0,0.08313384999785474,0,0.15151515151515152,target_parkvol_next7d,0.85,None
2025-05-30,0.036855597280261713,0.015989086063837,0,0.08257875571980809,0,0.15,target_parkvol_next7d,0.85,None
2025-05-31,0.0368296312326537,0.0161425757932505,0,0.0931019443598757,0,0.15841584158415842,target_parkvol_next7d,0.85,None
2025-06-01,0.036803453836633054,0.0155911836633135,0,0.23105324871171207,0,0.1568627450980392,target_parkvol_next7d,0.85,None
